category_order,category,row_order,move_name,input_raw_display,input_token_json,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scaling,drive_gain_on_hit,drive_loss_on_block,drive_loss_on_punish_counter,sa_gain,attribute,notes,enrichment_status,enrichment_review_flags,supercombo_match_status,supercombo_match_method,supercombo_candidate_count,supercombo_field_conflicts,supercombo_field_comparisons_json,human_review_status,human_review_decision,human_review_value_policy,human_review_note,supercombo_section,supercombo_move_type,supercombo_move_id,supercombo_input,supercombo_name,supercombo_damage,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_total,supercombo_hit_advantage,supercombo_block_advantage,supercombo_guard,supercombo_cancel,supercombo_hitconfirm,supercombo_chip,supercombo_damage_scaling,supercombo_punish_advantage,supercombo_perfect_parry_advantage,supercombo_drive_rush_cancel_on_hit,supercombo_drive_rush_cancel_on_block,supercombo_after_drive_rush_on_hit,supercombo_after_drive_rush_on_block,supercombo_hitstun,supercombo_blockstun,supercombo_hitstop,supercombo_drive_damage_block,supercombo_drive_damage_hit,supercombo_drive_gain,supercombo_super_gain_hit,supercombo_super_gain_block,supercombo_invuln,supercombo_armor,supercombo_airborne,supercombo_attack_range,supercombo_range_notes,supercombo_juggle_start,supercombo_juggle_increase,supercombo_juggle_limit,supercombo_projectile_speed,supercombo_pushback_hit,supercombo_pushback_block,supercombo_images,supercombo_hitboxes,supercombo_notes
1,通常技,1,立ち弱P（ジャブ）,icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""立ち弱P（ジャブ）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",4,4-6,7,4,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""match"": true, ""official"": ""3"", ""supercombo"": ""3""}, ""damage"": {""match"": true, ""official"": ""300"", ""supercombo"": ""300""}, ""recovery"": {""match"": true, ""official"": ""7"", ""supercombo"": ""7""}, ""startup"": {""match"": true, ""official"": ""4"", ""supercombo"": ""4""}}",,,,,Normals and Target Combos,ground_normal,ryu_5lp,5LP,Standing Light Punch,300,4,3,7,13,+4,-1,LH,Chn Sp SA,13,,20% Starter,+8,-8,+4,-1,+8,+3,14,9,9,500,[2000],250,300 (210),150 (75),,,,1.01,,1,1,0,,0.289,0.378,SF6_Ryu_5lp.png,SF6_Ryu_5lp_hitbox.png,Chains into 5LP/2LP/2LK
3,必殺技,37,弱 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick_l 弱,"[{""type"": ""text"", ""value"": ""弱 竜巻旋風脚""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_l"", ""src"": ""/6/assets/images/common/controller/icon_kick_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",12,12-14,14+着地後18,D,-15,,900,,3000,-4000,-5000,1200,上,5-28F 空中判定,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,3,,"{""active_duration"": {""match"": true, ""official"": ""3"", ""supercombo"": ""3""}, ""damage"": {""match"": true, ""official"": ""900"", ""supercombo"": ""900""}, ""startup"": {""match"": true, ""official"": ""12"", ""supercombo"": ""12""}}",,,,,Specials,special,ryu_214lk,214LK,Tatsumaki Senpu-kyaku,900,12,3,14+18 land,46,KD +35,-15,LH,-,,225,,KD +35,-33,,,,,,21,15,4000,[5000],3000,1200 (840),600 (300),,,5-28 (FKD),1.96 (1.84),,4,4,3,,,,SF6_Ryu_214k.png,SF6_Ryu_214k_hitbox.png,Can hit crouching opponents
3,必殺技,38,中 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick_m 中,"[{""type"": ""text"", ""value"": ""中 竜巻旋風脚""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",14,14-30,11+着地後20,D,-13,,1000,,3500,-2500,-5000,1300,上,8-41F 空中判定,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,,"{""damage"": {""match"": true, ""official"": ""1000"", ""supercombo"": ""1000""}, ""startup"": {""match"": true, ""official"": ""14"", ""supercombo"": ""14""}}",,,,,Specials,special,ryu_214mk,214MK,Tatsumaki Senpu-kyaku,1000,14,2(13)2,11+20 land,61,KD +23(+38),-13(-28),LH,-,,250x2,,KD +23(+38),-31,,,,,,"20,20","15,15",2500x2,[5000],3500(3500x2),1300 (910),650x2 (325x2),10-41 Lower Body Projectile,,8-41 (FKD),2.98 (1.94),,"4,4","4,4","3,3",,,,SF6_Ryu_214k.png,SF6_Ryu_214k_hitbox.png,"Only 1st hit can connect on crouching (stand blocking 1st hit forces 2nd hit to be blocked, even if crouching); later hits have better KD Advantage"
3,必殺技,39,強 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick_h 強,"[{""type"": ""text"", ""value"": ""強 竜巻旋風脚""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",16,16-47,14+着地後17,D,-13,,1200,,4000,-2000,-5000,1400,上,10-61F 空中判定,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,,"{""damage"": {""match"": true, ""official"": ""1200"", ""supercombo"": ""1200""}, ""startup"": {""match"": true, ""official"": ""16"", ""supercombo"": ""16""}}",,,,,Specials,special,ryu_214hk,214HK,Tatsumaki Senpu-kyaku,1200,16,2(13)2(13)2,14+17 land,78,KD +20(+35)(+50),-13(-28)(-43),LH,-,,300x3,,KD +20(+35)(+50),-31,,,,,,"20,20,20","15,15,15",2000x3,[5000],4000 (4000x3),1400 (980),700x3 (350x3),10-61 Lower Body Projectile,,10-61 (FKD),4.935 (2.30),,"4,4,4","4,4,4","3,3,3",,,,SF6_Ryu_214k.png,SF6_Ryu_214k_hitbox.png,"Only 1st hit can connect on crouching (stand blocking any hit forces next hit to be blocked, even if crouching); later hits have better KD Advantage; puts opponent into limited juggle state (can juggle afterward if 3rd hit connects)"
3,必殺技,40,OD 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick icon_kick,"[{""type"": ""text"", ""value"": ""OD 竜巻旋風脚""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick"", ""src"": ""/6/assets/images/common/controller/icon_kick.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick"", ""src"": ""/6/assets/images/common/controller/icon_kick.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",13,13-37,10+着地後13,D,-14,,1000,,0,-4000,-5000,1000,上,5-47F 空中判定,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match,1,,"{""startup"": {""match"": true, ""official"": ""13"", ""supercombo"": ""13""}}",,,,,Specials,special,ryu_214kk,214KK,Tatsumaki Senpu-kyaku,200x5,13,2(4)2(4)2(3)2(4)2,10+13 land,60,KD +57,-14(-32),LH,-,,50x5,,KD +57,-23,,,,,,34 total,"6,2x3,15",800x5,[1000x5],-20000,"160x4,360 (112x4,252)","80x4,180 (40x4,90)",,,5-47 (FKD),1.74,,2 ground / 1x5 air,"1x4,2","1,3,5,7,9",,,,SF6_Ryu_214kk.png,"SF6_Ryu_214kk_hitbox.png, SF6_Ryu_214kk2_hitbox.png, SF6_Ryu_214kk3_hitbox.png","Can hit crouching opponents; puts opponent into limited juggle state; on hit, 1st hit has vacuum effect; on max range block, some hits can drop (-32 at worse)"
3,必殺技,41,空中竜巻旋風脚,（前ジャンプ中に） key-d key-dl key-l key-plus icon_kick,"[{""type"": ""text"", ""value"": ""空中竜巻旋風脚""}, {""type"": ""text"", ""value"": ""（前ジャンプ中に）""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick"", ""src"": ""/6/assets/images/common/controller/icon_kick.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",11,11-27,着地後16,D,,,900,始動補正30%,2000,-4000,-5000,600,上,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+damage_match,1,,"{""damage"": {""match"": true, ""official"": ""900"", ""supercombo"": ""900""}, ""startup"": {""match"": true, ""official"": ""11"", ""supercombo"": ""11""}}",,,,,Specials,special,ryu_j214k,j.214K,Aerial Tatsumaki Senpu-kyaku,900,11,2(5)2(6)2,16 land,-,KD +46(+52),-6(+3),LH,-,,225x2,30% Starter,KD +46(+52),-21(-15),,,,,,20(16),15,4000,[5000],2000,600 (420),300 (150),,,Until Land (FKD),1.12,,5,1,8 forward / 3 back,,,,SF6_Ryu_214k.png,SF6_Ryu_j214k_hitbox.png,Can be input during forward jump; not an overhead; can cross-up (4f less blockstun when landing as a cross-up); at least +3 on block vs. crouching opponents; puts opponent into limited juggle state (can juggle 2HK or SA1); the last 13f of recovery puts Ryu in a crouching state
3,必殺技,42,OD 空中竜巻旋風脚,（前ジャンプ中に） key-d key-dl key-l key-plus icon_kick icon_kick,"[{""type"": ""text"", ""value"": ""OD 空中竜巻旋風脚""}, {""type"": ""text"", ""value"": ""（前ジャンプ中に）""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick"", ""src"": ""/6/assets/images/common/controller/icon_kick.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick"", ""src"": ""/6/assets/images/common/controller/icon_kick.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",11,11-28,着地後16,D,,,1500,コンボ補正25%,0,-4000,-5000,600,上,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match,1,,"{""startup"": {""match"": true, ""official"": ""11"", ""supercombo"": ""11""}}",,,,,Specials,special,ryu_j214kk,j.214KK,Aerial Tatsumaki Senpu-kyaku,"300,200x3,600 (1500)",11,2(1)3(1)3(1)3(2)2,16 land,-,KD +45(+51),-29(-32),LH,-,,"75,50x3,150 (375)",Combo (15% extra),KD +45(+51),-46(-43),,,,,,27 total,"6,2x3,15",800x5,[1000x5],-20000,"200,100x4 (140,70x4)","100,50x4 (50,25x4)",,,Until Land (FKD),1.559 (1.31),,1x5,1x5,"10,11,12,13,14",,,,SF6_Ryu_214kk.png,"SF6_Ryu_j214kk_hitbox.png, SF6_Ryu_j214kk2_hitbox.png, SF6_Ryu_j214kk3_hitbox.png","Can be input during forward jump; cannot hit cross-up; cannot hit crouching opponents (unless they extend a vertical hurtbox), and 1st hit can only hit standing opponents on the final 3 airborne frames of jump; puts opponent into limited juggle state; the last 13f of recovery puts Ryu in a crouching state"
3,必殺技,43,弱 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick_l 弱,"[{""type"": ""text"", ""value"": ""弱 上段足刀蹴り""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_l"", ""src"": ""/6/assets/images/common/controller/icon_kick_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",14,14-19,22,D,-11,SA3,1100,,3000,-6000,-5000,1400,上,,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,3,,"{""active_duration"": {""match"": true, ""official"": ""6"", ""supercombo"": ""6""}, ""damage"": {""match"": true, ""official"": ""1100"", ""supercombo"": ""1100""}, ""recovery"": {""match"": true, ""official"": ""22"", ""supercombo"": ""22""}, ""startup"": {""match"": true, ""official"": ""14"", ""supercombo"": ""14""}}",,,,,Specials,special,ryu_236lk,236LK,High Blade Kick,1100,14,6,22,41,KD +42~46,-11(-7),LH,SA3,22,275,,KD +42~46,-26(-22),,,,,,20,15,6000,[5000],3000,1400 (980),700 (350),,,,1.962 (1.751),,1,1,10,,,,SF6_Ryu_236k.png,SF6_Ryu_236k_hitbox.png,"Puts opponent into limited juggle state on hit; sets up auto-timed safe jump against cornered opponents; can combo when canceled from any normal except 5LP; the last 2 active frames have identical range (the listed best-case frame advantage is when spaced at max range, active frame 5)"
3,必殺技,44,中 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick_m 中,"[{""type"": ""text"", ""value"": ""中 上段足刀蹴り""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",18,18-26,19,D,-8,SA3,1200,,3500,-6000,-7000,1400,上,,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,3,,"{""active_duration"": {""match"": true, ""official"": ""9"", ""supercombo"": ""9""}, ""damage"": {""match"": true, ""official"": ""1200"", ""supercombo"": ""1200""}, ""startup"": {""match"": true, ""official"": ""18"", ""supercombo"": ""18""}}",,,,,Specials,special,ryu_236mk,236MK,High Blade Kick,1200,18,9,19(22),45(48),KD +40~46,-8(-2),LH,SA3,25,300,,KD +40~46,-26(-20),,,,,,20,15,6000,[7000],3500,1400 (980),700 (350),,,,2.162 (1.951),,1,1,10,,,,SF6_Ryu_236k.png,SF6_Ryu_236k_hitbox.png,"Puts opponent into limited juggle state on hit; can be spaced safely due to its range and high active frame count; 3 extra recovery frames on whiff; the last 3 active frames have identical range (the listed best-case frame advantage is when spaced at max range, active frame 7)"
3,必殺技,45,強 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick_h 強,"[{""type"": ""text"", ""value"": ""強 上段足刀蹴り""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",27,27-35,15,D,-3,SA3,1300,,5000,-10000,-10000,1400,上,パニッシュカウンター時吹き飛び時間延長,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,3,,"{""active_duration"": {""match"": true, ""official"": ""9"", ""supercombo"": ""9""}, ""damage"": {""match"": true, ""official"": ""1300"", ""supercombo"": ""1300""}, ""recovery"": {""match"": true, ""official"": ""15"", ""supercombo"": ""15""}, ""startup"": {""match"": true, ""official"": ""27"", ""supercombo"": ""27""}}",,,,,Specials,special,ryu_236hk,236HK,High Blade Kick,1300,27,9,15,50,KD +45~51,-3(+5),LH,SA3,30,325,,KD +96~102 Tumble,-22(-16),,,,,,21,20,10000,[10000],5000,1400 (980),700 (350),,,,2.612 (1.969),,1,1,10,,,,SF6_Ryu_236k.png,SF6_Ryu_236k_hitbox.png,"Puts opponent into limited juggle state on hit (can follow up with 623MP, 623PP, or SA3 in corner); Punish Counter tumble state can be hit OTG; has great range and forward movement, making it a useful poke in neutral; the last 3 active frames have identical range (the listed best-case frame advantage is when spaced at max range, active frame 7)"
3,必殺技,46,OD 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick icon_kick,"[{""type"": ""text"", ""value"": ""OD 上段足刀蹴り""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick"", ""src"": ""/6/assets/images/common/controller/icon_kick.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick"", ""src"": ""/6/assets/images/common/controller/icon_kick.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",17,17-21,33,D,-18,SA2,800,コンボ補正15%,0,-4000,-5000,1200,上,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""match"": true, ""official"": ""5"", ""supercombo"": ""5""}, ""damage"": {""match"": true, ""official"": ""800"", ""supercombo"": ""800""}, ""recovery"": {""match"": true, ""official"": ""33"", ""supercombo"": ""33""}, ""startup"": {""match"": true, ""official"": ""17"", ""supercombo"": ""17""}}",,,,,Specials,special,ryu_236kk,236KK,High Blade Kick,800,17,5,33,54,Wall Bounce +49(65),-18,LH,SA2 SA3,27,200,Combo (5% extra),Wall Bounce +49(65),-36,,,,,,20,20,4000,[5000],-20000,1200 (840),600 (300),,,,2.062 (1.851),,1,2,10,,,,SF6_Ryu_236kk.png,SF6_Ryu_236kk_hitbox.png,"Wall Bounce into limited juggle state on hit; if close to corner, opponent flies over Ryu's head"
